Malicious,srcIP,destIP,destPt,protocol,startTime,flowct,mean_dest_bytes,stdev_dest_bytes,mean_dest_pkts,stdev_dest_pkts,mean_duration,stdev_duration,mean_intvl,stdev_intvl,mean_src_bytes,stdev_src_bytes,mean_src_pkts,stdev_src_pkts,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
0,10.0.2.15,35.161.123.253,443,tcp,92.820466,1,11850,0,29,0,65.011934,0,0,0,3847,0,21,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,199.66.167.144,80,tcp,2567.019302,3,419.6666667,279.7777778,6.333333333,2.222222222,33.072463,16.22190233,0.132644,0.13151,167,111.3333333,7,2,3,0,1,3,0,0,0,0,3,0,3,0,1,3,3,0,0,0,0,0
0,10.0.2.15,68.232.35.229,80,tcp,12116.65986,6,52448.5,17789.11667,63.16666667,19.925,104.7960752,26.11947411,106.4530348,212.2474946,402.8333333,119.0138889,32.5,9.113888889,6,0,5,6,0,0,0,0,6,0,6,0,5,6,6,0,0,0,0,0
0,10.0.2.15,54.192.93.60,80,tcp,12987.35326,3,1821.333333,1214.222222,12.66666667,6.444444444,77.155191,43.462471,0.659184,0.027334,228.6666667,152.4444444,12.66666667,5.611111111,3,0,1,3,0,0,0,0,3,0,3,0,1,3,3,0,0,0,0,0
0,10.0.2.15,104.123.193.117,443,tcp,257.559871,10,47111.1,40608.38278,65,39.85619048,115.2382939,24.95220751,1.446469444,3.71477557,950.8,235.6635714,34.5,12.1215873,10,0,10,10,0,0,0,7,10,0,10,0,10,7,10,0,0,4,0,0
0,10.0.2.15,54.217.209.77,443,tcp,1397.889698,2,3255.5,1539.75,11.5,2.25,9.4930645,0.51403075,2.110748,0,728.5,211.25,9.5,1.25,2,0,2,2,0,0,0,1,2,0,2,0,2,1,2,0,0,0,0,0
0,10.0.2.15,54.231.120.123,443,tcp,8921.061302,1,4975,0,15,0,12.980707,0,0,0,733,0,11,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,104.16.28.216,80,tcp,6819.463071,2,0,0,3,0,10.7240915,1.85607325,66.113026,0,0,0,4,0,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,0,0
0,10.0.2.15,95.101.245.191,443,tcp,13990.10704,3,40267.33333,23398.88889,51.33333333,23.22222222,71.904629,24.00757083,114.090226,62.748614,1141.333333,291.8888889,26,7.333333333,3,0,3,3,0,0,0,1,3,0,3,0,3,3,3,0,0,0,0,0
0,10.0.2.15,151.139.241.4,443,tcp,11909.09911,2,10625,3434.5,23.5,5.25,124.257583,60.5373585,0.002065,0,970,199.5,19,3,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
0,10.0.2.15,151.101.112.129,80,tcp,1897.406951,9,13885.33333,7537.205688,24.44444444,10.89373898,73.53226611,44.75772146,1356.246541,2195.644208,306.8888889,196.1989859,17.33333333,6.742063492,9,0,6,9,0,0,0,0,9,0,9,0,6,9,9,0,0,0,0,0
0,10.0.2.15,166.78.236.23,80,tcp,9557.684788,1,387,0,16,0,120.801958,0,0,0,297,0,17,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,54.225.73.95,443,tcp,13290.66961,3,1187.333333,674.2222222,12,2,28.07144233,12.57780589,2.0961935,1.8713295,558.6666667,166.4444444,11,2,3,0,3,3,0,0,0,2,3,0,3,0,3,3,3,0,0,2,0,0
0,10.0.2.15,62.67.193.41,80,tcp,4475.225537,6,3524.666667,2217.266667,9.833333333,5.436111111,21.6354465,25.83818096,1814.037776,2420.210984,2263.333333,1417.944444,9.333333333,4.511111111,6,0,3,6,0,0,0,0,6,0,6,0,3,6,6,0,0,0,0,0
0,10.0.2.15,216.58.214.234,80,tcp,328.786901,8,18864.125,16444.48259,28.875,16.6641369,92.39440338,35.20848069,144.4223323,351.2477338,301.5,129.93125,19.5,7.45297619,8,0,6,8,0,0,0,0,8,0,8,0,6,8,8,0,0,0,0,0
0,10.0.2.15,34.251.48.115,443,tcp,5820.570632,2,9484,2312,21,3.5,40.269109,13.731652,0.248094,0,847.5,243.25,16.5,2.25,2,0,2,2,0,0,0,1,2,0,2,0,2,2,2,0,0,1,0,0
0,10.0.2.15,211.151.247.248,80,tcp,230.250624,1,0,0,3,0,6.368087,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
0,10.0.2.15,192.0.66.2,443,tcp,5823.69798,29,57970.55172,52248.42436,71.68965517,54.73972394,91.99304662,60.91596338,112.0642413,571.7674669,1231.758621,366.968642,38.37931034,23.94958321,29,0,29,29,0,0,0,0,29,0,29,0,29,29,29,0,0,0,0,0
0,10.0.2.15,104.94.22.44,80,tcp,2832.071306,2,198,99,9.5,3.25,67.954969,28.205836,3.414845,0,154,77,10.5,3.25,2,0,1,2,0,0,0,0,2,0,2,0,1,2,2,0,0,0,0,0
0,10.0.2.15,23.51.118.153,80,tcp,6007.613362,2,15571,108,29.5,0.25,121.699981,0.0397135,1034.029362,0,920,279.5,22,0.5,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
0,10.0.2.15,104.16.49.93,80,tcp,12067.80546,6,1870.666667,107.2611111,23,0.736111111,123.1524332,0.002387903,0.0020246,0.000841396,1490.666667,84.66944444,22.66666667,0.483333333,6,0,6,6,0,0,0,0,6,0,6,0,6,6,6,0,0,0,0,0
0,10.0.2.15,172.217.23.194,80,tcp,2115.451406,77,1323.896104,1942.254012,9.779220779,6.948130751,53.64578535,50.03688392,158.1723997,390.7789964,455.2207792,414.774884,10.18181818,6.288436619,72,0,40,72,0,0,0,1,77,0,72,0,40,72,73,0,0,0,0,0
0,10.0.2.15,208.100.17.184,80,tcp,11370.74705,3,294,106.6666667,12,3.666666667,83.07072133,31.76602056,489.5212265,489.5179095,295.3333333,114.0555556,13,3.666666667,3,0,2,3,0,0,0,0,3,0,3,0,2,3,3,0,0,0,0,0
0,10.0.2.15,62.67.193.61,80,tcp,7127.073386,40,6921.875,2874.823207,23.725,5.987879188,105.5833497,32.69969612,164.8868339,506.9330281,6146.4,2608.748718,21.425,4.576470788,40,0,36,40,0,0,0,0,40,0,40,0,36,40,40,0,0,0,0,0
0,10.0.2.15,35.157.74.177,443,tcp,3648.162949,1,5409,0,18,0,11.687021,0,0,0,700,0,15,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
0,10.0.2.15,50.204.7.20,80,tcp,3442.940778,3,167.6666667,111.7777778,8,3.333333333,48.35334267,24.89241461,0.405211,0.403961,102,68,8.666666667,2.944444444,3,0,1,3,0,0,0,0,3,0,3,0,1,3,3,0,0,0,0,0
0,10.0.2.15,77.75.79.39,443,tcp,413.473923,1,3493,0,10,0,7.304753,0,0,0,347,0,9,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,95.101.245.11,443,tcp,8415.541044,6,32621,8704.658333,51.16666667,8.602777778,127.1609217,3.4552787,0.0012064,0.000905574,1701.166667,129.0694444,32,2.344444444,6,0,6,6,0,0,0,4,6,0,6,0,6,6,6,0,0,4,0,0
0,10.0.2.15,52.209.137.201,80,tcp,4590.563567,1,35321,0,64,0,121.243593,0,0,0,406,0,35,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,218.58.209.106,80,tcp,345.209297,12,75851.16667,64496.84885,85.58333333,68.33400673,66.16550842,49.49001715,68.57263573,176.2797402,621.9166667,491.9382846,36.16666667,24.31376864,12,0,8,12,0,0,0,0,12,0,12,0,8,12,12,0,0,0,0,0
0,10.0.2.15,17.248.147.19,443,tcp,3281.089224,2,6634.5,3241.25,28,10.5,116.733528,53.8778685,13.920826,0,4531,1966,26.5,9.75,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
0,10.0.2.15,23.74.200.24,443,tcp,5314.794497,5,4727.8,2002.393333,16,4.583333333,38.483957,33.98002755,1173.269411,1183.563411,976,288.05,14.8,4.276666667,5,0,5,4,0,0,0,5,5,0,5,0,5,2,5,0,0,3,0,0
0,10.0.2.15,161.221.74.213,80,tcp,11005.94983,1,444,0,17,0,120.907037,0,0,0,1228,0,17,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,185.172.148.128,443,tcp,7028.324189,3,62702.33333,22798.88889,65.66666667,21.27777778,19.427408,4.201618833,1976.362091,1973.674829,739.3333333,145.0555556,25.33333333,6.222222222,3,0,3,3,0,0,0,0,3,0,3,0,3,3,3,0,0,0,0,0
0,10.0.2.15,95.100.165.226,80,tcp,4100.255465,2,1280,434,16.5,0.25,120.3920245,1.29163475,4912.169878,0,323,25.5,17,0,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
0,10.0.2.15,54.71.217.25,80,tcp,9762.830491,1,1821,0,22,0,168.854195,0,0,0,816,0,23,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,93.184.220.41,80,tcp,7129.222895,1,1594,0,17,0,121.405647,0,0,0,327,0,17,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,194.213.62.34,80,tcp,12996.73234,1,562,0,5,0,0.871673,0,0,0,587,0,6,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,54.192.93.131,80,tcp,13601.79199,1,58974,0,76,0,162.360081,0,0,0,1446,0,40,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,173.255.114.241,443,tcp,3569.708092,3,92691.66667,64260.72222,78.33333333,44.27777778,57.24317867,7.534908944,0.010449,0.001128,643.3333333,6.277777778,45.66666667,21.88888889,3,0,3,3,0,0,0,0,3,0,3,0,3,3,3,0,0,0,0,0
0,10.0.2.15,199.104.95.15,80,tcp,11722.64294,4,12384.25,8566.3125,24.5,11.83333333,99.14798575,35.89240152,2.499366,1.763214019,703.75,424.5625,18.5,6.916666667,4,0,3,4,0,0,0,0,4,0,4,0,3,4,4,0,0,0,0,0
0,10.0.2.15,104.25.151.5,80,tcp,13068.7743,9,101620.5556,74008.61477,100.1111111,64.34290123,55.62898367,26.68133391,7.121902125,10.33288307,1763.888889,823.9746914,39.22222222,16.36133157,9,0,9,7,0,0,0,2,9,0,9,0,9,7,9,0,0,1,0,0
0,10.0.2.15,178.79.243.134,80,tcp,8536.993381,24,76888.20833,50883.82602,84.58333333,43.19031827,134.472085,24.54017891,1.352290739,2.773209114,2305.916667,1204.770155,38,11.95321608,24,0,23,24,0,0,0,1,24,0,24,0,23,24,24,0,0,0,0,0
0,10.0.2.15,198.232.125.23,80,tcp,6089.822226,4,17830.75,11850.97917,25.75,15.02083333,67.32999775,36.08679669,1882.147854,2657.780968,153.25,102.3125,16.75,8.104166667,4,0,2,4,0,0,0,0,4,0,4,0,2,4,4,0,0,0,0,0
0,10.0.2.15,172.227.95.193,80,tcp,2843.470351,14,125063.1429,95747.47303,165.2142857,116.576355,126.9372856,42.98358884,0.995032308,2.657092278,2368.714286,871.8762874,89.35714286,54.2809502,14,0,14,14,0,0,0,3,14,0,14,0,14,11,14,0,0,3,0,0
0,10.0.2.15,54.245.237.247,80,tcp,2692.95027,3,264.6666667,110.2777778,12,3.666666667,84.503572,31.54180333,5680.437162,5680.17728,570.6666667,307.5555556,12.66666667,3.611111111,3,0,2,3,0,0,0,0,3,0,3,0,2,3,3,0,0,0,0,0
0,10.0.2.15,185.33.222.187,80,tcp,8323.235368,6,4614.666667,4735.933333,10.5,7.541666667,13.5196215,4.597864808,4.6651032,9.318949662,3671.666667,3491.75,8.833333333,4.675,6,0,2,6,0,0,0,0,6,0,6,0,2,6,6,0,0,0,0,0
0,10.0.2.15,54.83.184.48,443,tcp,13894.21757,1,8761,0,25,0,87.075587,0,0,0,666,0,21,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,54.149.15.98,443,tcp,7112.430836,1,62688,0,79,0,82.045032,0,0,0,5536,0,43,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,23.219.91.49,443,tcp,12945.44303,2,4475.5,266.25,19.5,3.75,68.080941,29.657597,0.003209,0,556,98.5,18,3.5,2,0,2,2,0,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
0,10.0.2.15,193.0.160.206,80,tcp,2692.607251,3,494,329.3333333,8,3.333333333,46.32245833,25.43173589,0.132013,0.130735,760,506.6666667,9,3.333333333,3,0,1,3,0,0,0,0,3,0,3,0,1,3,3,0,0,0,0,0
0,10.0.2.15,192.243.255.151,443,tcp,5929.079381,4,1370.5,771.5833333,11.25,0.9375,18.92971,5.326017917,38.95213833,28.82586046,1076.25,370.8541667,11.25,1.145833333,4,0,4,4,0,0,0,0,4,0,4,0,4,4,4,0,0,0,0,0
0,10.0.2.15,54.231.121.10,443,tcp,13515.29295,1,37855,0,42,0,11.322143,0,0,0,663,0,20,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0
0,10.0.2.15,54.76.253.20,443,tcp,2410.961238,14,1885.428571,1326.858546,14.14285714,4.520160593,44.2069445,25.05541009,831.5601281,1735.831401,981.5,403.9771358,13.14285714,3.983850277,13,0,13,13,0,0,0,5,13,0,13,0,13,11,13,0,0,3,0,0
0,10.0.2.15,54.195.251.142,80,tcp,9337.662776,2,10394,5197,20.5,8.75,82.1153415,36.95473625,0.06508,0,1533,766.5,16,6,2,0,1,2,0,0,0,0,2,0,2,0,1,2,2,0,0,0,0,0
0,10.0.2.15,52.73.140.33,80,tcp,11787.73169,1,524,0,17,0,120.718677,0,0,0,951,0,17,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,104.17.212.37,443,tcp,6271.541612,11,103826.6364,80053.20972,142.0909091,100.6321396,112.4625946,48.35785069,3.8314714,9.937581073,2444.909091,1304.941706,79.36363636,50.8467762,11,0,11,11,0,0,0,0,11,0,11,0,11,11,11,0,0,0,0,0
0,10.0.2.15,107.21.37.12,80,tcp,2682.084683,3,243.6666667,162.4444444,8,3.333333333,47.07805267,26.58847911,0.1324865,0.1319395,529.6666667,353.1111111,8.333333333,2.888888889,3,0,1,3,0,0,0,0,3,0,3,0,1,3,3,0,0,0,0,0
0,10.0.2.15,104.94.42.163,443,tcp,5010.016087,7,237989,82517.25952,301.1428571,96.86054422,222.3941363,32.35321719,0.4031735,0.665017505,7492.857143,2711.558503,146.7142857,44.03129252,7,0,7,7,0,0,0,7,7,0,7,0,7,3,7,0,0,3,0,0
0,10.0.2.15,199.66.167.149,80,tcp,2554.153842,4,362.75,272.0625,3.5,1.75,12.523684,5.615999375,2.149871,0.455725383,68.5,51.375,4.5,1.416666667,3,0,1,3,0,0,0,0,3,0,3,0,1,3,3,0,0,0,0,0
0,10.0.2.15,107.21.249.217,443,tcp,6426.008623,2,6131,0,16.5,0.25,25.9712465,0.02556975,2.755772,0,714,0,12.5,0.25,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
0,10.0.2.15,151.101.112.94,443,tcp,3634.378919,7,10764.57143,5161.270748,33.85714286,8.660884354,140.940516,32.83446772,5.165237,11.3573615,1997,700.4309524,30.57142857,6.90170068,7,0,7,7,0,0,0,7,7,0,7,0,7,5,7,0,0,5,0,0
0,10.0.2.15,199.16.156.120,443,tcp,8521.770133,2,3029.5,917.25,25,1,192.5736935,0.77827475,385.696923,0,1731.5,98.75,20.5,0.75,2,0,2,2,0,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
0,10.0.2.15,188.240.220.90,8777,tcp,6278.532116,2,5111,1044,12.5,1.75,6.67455,0.1872625,0.268517,0,531.5,90.25,9.5,0.25,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
0,10.0.2.15,185.33.222.60,443,tcp,8972.803426,18,4328,1908.526047,12.44444444,2.332406092,14.64495733,3.351474522,6.660837,17.61710581,2555.444444,978.0519337,10.5,1.132032369,18,0,18,18,0,0,0,0,18,0,18,0,18,18,18,0,0,0,0,0
0,10.0.2.15,192.30.31.84,80,tcp,2671.323197,7,23781.14286,10499.85578,49.14285714,14.78673469,125.0649761,2.283971961,0.194673667,0.323987791,1520.714286,433.8312925,32.71428571,7.443197279,7,0,7,7,0,0,0,0,7,0,7,0,7,7,7,0,0,0,0,0
0,10.0.2.15,216.58.214.194,80,tcp,232.288135,20,9737.55,14012.06599,18.45,14.44252424,68.4626357,59.4769302,75.95551395,213.7951619,551.2,535.9154184,13.85,8.852045519,20,0,10,20,0,0,0,0,20,0,20,0,10,20,20,0,0,0,0,0
0,10.0.2.15,52.205.85.136,443,tcp,4097.784286,2,3314.5,83.25,16,2,52.857903,13.434676,2.465594,0,1057.5,352.25,15.5,1.75,2,0,2,2,0,0,0,1,2,0,2,0,2,1,2,0,0,0,0,0
0,10.0.2.15,52.37.51.7,443,tcp,4003.416442,2,18711.5,854.75,31.5,0.75,72.214173,0.0010095,0.000956,0,711,0,21,1,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
0,10.0.2.15,74.217.253.90,80,tcp,10195.22895,1,1330,0,17,0,120.65492,0,0,0,390,0,17,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,169.55.70.244,80,tcp,2922.700737,14,665.3571429,455.7850001,7.928571429,5.336624883,48.57216943,35.99753394,351.5360426,1193.23363,931,556.0494682,8.642857143,4.967651793,8,0,8,8,0,0,0,0,14,0,8,0,7,8,8,0,0,0,0,0
0,10.0.2.15,104.16.17.35,80,tcp,9705.24578,2,99221,48439.5,99.5,40.75,163.613341,20.8470135,91.364814,0,1925,804.5,36.5,9.75,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
0,10.0.2.15,52.222.171.203,80,tcp,1643.405426,2,44290,22145,57,27,71.599262,29.188142,0.265568,0,439.5,219.75,30,12.5,2,0,1,2,0,0,0,0,2,0,2,0,1,2,2,0,0,0,0,0
0,10.0.2.15,52.216.65.131,443,tcp,7793.027028,1,3732,0,13,0,11.112342,0,0,0,680,0,11,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,157.240.2.20,443,tcp,1812.366316,3,4175.333333,189.2777778,17,1.833333333,68.608941,42.53330033,0.127079,0.12574,769,85.33333333,15.33333333,1.722222222,3,0,3,3,0,0,0,2,3,0,3,0,3,1,3,0,0,0,0,0
0,10.0.2.15,195.149.84.155,443,tcp,10459.89918,2,3676,0,10,0,8.5860355,1.46897475,0.000587,0,328.5,7.75,9.5,0.25,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
0,10.0.2.15,185.152.65.42,443,tcp,6306.139223,3,5145.333333,186.5555556,18,2.5,67.55399833,42.73830989,0.3077505,0.3070365,696.6666667,86.44444444,15,2,3,0,3,3,0,0,0,1,3,0,3,0,3,2,3,0,0,0,0,0
0,10.0.2.15,216.137.61.45,80,tcp,9852.124052,6,31111.33333,6737.797222,42.66666667,6.880555556,121.3331457,0.520546617,0.0023454,0.002706292,365.8333333,52.96944444,26.16666667,2.261111111,6,0,6,6,0,0,0,0,6,0,6,0,6,6,6,0,0,0,0,0
0,10.0.2.15,72.14.246.86,443,tcp,6428.750476,2,6207,149.5,27.5,1.25,245.6692815,22.49583275,3579.828071,0,1079.5,16.25,24.5,1.25,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
0,10.0.2.15,152.163.66.131,80,tcp,4472.683107,45,2189.822222,1042.615757,13.37777778,6.746168773,80.62328833,60.24203816,170.674273,469.8159081,523.1777778,242.8335884,13.51111111,6.379654113,43,0,38,43,0,0,0,0,43,0,43,0,36,43,43,0,0,0,0,0
0,10.0.2.15,174.129.25.170,80,tcp,9552.674086,2,458.5,1.25,16,0,120.4975465,0.09803025,2285.463764,0,313.5,1.25,17,0,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0
0,10.0.2.15,34.204.133.13,80,tcp,11513.85425,3,384.3333333,175.7222222,11.66666667,3.611111111,82.45922567,31.86165661,120.179687,120.17906,274.6666667,114.4444444,12.66666667,3.611111111,3,0,2,3,0,0,0,0,3,0,3,0,2,3,3,0,0,0,0,0
0,10.0.2.15,54.76.119.76,80,tcp,7635.165436,1,1806,0,14,0,11.071169,0,0,0,7895,0,14,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,52.17.249.178,443,tcp,2512.102539,6,4675.166667,1585.872222,16.33333333,3.258333333,40.992654,22.21810576,1889.268012,2455.657073,1592.833333,915.6888889,13.83333333,2.788888889,6,0,5,6,0,0,0,2,6,0,6,0,5,6,6,0,0,2,0,0
0,10.0.2.15,185.86.138.78,80,tcp,319.926887,1,957,0,5,0,0.766949,0,0,0,1352,0,5,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,104.27.215.30,80,tcp,8504.148438,1,1241,0,17,0,120.194967,0,0,0,309,0,17,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,95.172.94.62,443,tcp,3068.173979,2,1745.5,788.75,8.5,0.75,9.1043225,0.76073325,37.888418,0,477,61,8.5,0.75,2,0,2,2,0,0,0,2,2,0,2,0,2,0,2,0,0,0,0,0
0,10.0.2.15,5.153.14.108,443,tcp,3337.555844,11,1873.363636,1444.152069,8.727272727,2.264295553,11.32080218,3.039891437,7.0019858,17.18817294,431.9090909,181.9194477,8.272727273,1.803364817,10,0,10,10,0,0,0,5,11,0,10,0,10,8,10,0,0,3,0,0
0,10.0.2.15,23.21.240.237,80,tcp,10898.31986,1,640,0,20,0,132.523085,0,0,0,1047,0,20,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,54.175.111.109,80,tcp,6074.931872,1,5251,0,19,0,120.645739,0,0,0,271,0,18,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,2.21.74.8,80,tcp,1425.990937,5,5151.2,2466.093333,24.6,7.313333333,133.0712364,47.5904329,36.61896575,60.35208374,3802.6,1681.746667,23.8,7.06,5,0,4,5,0,0,0,0,5,0,5,0,4,5,5,0,0,0,0,0
0,10.0.2.15,54.192.93.253,80,tcp,4221.460915,2,10503,5251.5,19,8,70.8861675,25.01009875,0.325944,0,155.5,77.75,14.5,5.25,2,0,1,2,0,0,0,0,2,0,2,0,1,2,2,0,0,0,0,0
0,10.0.2.15,93.184.220.188,80,tcp,8352.15836,3,3659.333333,1509.388889,14.33333333,4.722222222,82.50821567,31.42336461,2278.430397,2275.36619,206,83.33333333,13.33333333,3.888888889,3,0,2,3,0,0,0,0,3,0,3,0,2,3,3,0,0,0,0,0
0,10.0.2.15,54.236.2.205,443,tcp,2471.884184,2,3186.5,74.75,15.5,1.25,53.0130425,15.06898225,1.174713,0,795,223,14.5,0.75,2,0,2,2,0,0,0,1,2,0,2,0,2,2,2,0,0,1,0,0
0,10.0.2.15,52.54.159.218,443,tcp,8101.490598,1,4873,0,13,0,9.14357,0,0,0,369,0,11,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
0,10.0.2.15,23.74.182.176,443,tcp,8369.710164,7,814206.5714,492580.8184,672.2857143,385.4901361,122.8896424,26.56223046,5.0818725,7.395257297,2203.714286,559.3836735,163.5714286,80.91836735,7,0,7,7,0,0,0,5,7,0,7,0,7,6,7,0,0,5,0,5
0,10.0.2.15,52.16.84.88,443,tcp,12174.63137,1,6324,0,20,0,66.007475,0,0,0,2013,0,18,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,216.137.61.132,443,tcp,11465.60186,6,6048.166667,8111.827778,21,9.213888889,84.58808733,35.14889259,409.1365476,486.5080114,780.8333333,120.4555556,18,4.933333333,6,0,6,6,0,0,0,0,6,0,6,0,6,6,6,0,0,0,0,0
0,10.0.2.15,169.55.70.195,80,tcp,2929.349934,14,1360.285714,978.5559968,10.35714286,6.905047135,63.80042879,48.33865497,682.8263676,1099.192733,1204.571429,864.5235968,10.71428571,6.241549522,10,0,8,10,0,0,0,1,13,0,10,0,8,9,10,0,0,0,0,0
0,10.0.2.15,62.67.193.21,443,tcp,2366.302452,44,4544.272727,2346.987038,12.97727273,6.520406886,29.02414445,14.4339153,85.58490279,515.8954799,3403.863636,2277.842047,12.40909091,5.389868327,34,0,34,34,0,0,0,2,34,5,34,0,34,32,34,0,0,0,0,0
0,10.0.2.15,162.249.106.157,80,tcp,13406.02498,7,57904.28571,37981.00272,64.28571429,33.25272109,58.96209571,23.64581333,2.014001667,4.490796457,2592.571429,722.4445578,31.85714286,10.99183673,7,0,6,7,0,0,0,0,7,0,7,0,6,7,7,0,0,0,0,1
0,10.0.2.15,54.231.185.36,80,tcp,9918.525104,4,10816,8005.416667,18.5,10.54166667,63.239257,32.52428288,0.170044,0.238286311,321,207.3333333,12.75,5.479166667,4,0,2,4,0,0,0,0,4,0,4,0,2,4,4,0,0,0,0,0
0,10.0.2.15,4.30.9.20,80,tcp,10876.39457,1,245,0,16,0,120.265104,0,0,0,306,0,17,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,31.13.65.1,443,tcp,4790.782611,3,4327.333333,314.8888889,18.33333333,3.722222222,86.560516,43.66811567,0.216769,0.209724,760.6666667,150.6111111,16.66666667,3.444444444,3,0,3,3,0,0,0,3,3,0,3,0,3,1,3,0,0,3,0,0
0,10.0.2.15,216.137.61.66,80,tcp,9515.227889,1,21605,0,34,0,128.532962,0,0,0,1235,0,24,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,54.231.49.0,80,tcp,13313.87437,1,33331,0,36,0,17.109398,0,0,0,719,0,19,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,46.51.197.89,443,tcp,1941.395233,2,254904,125570.5,308.5,149.25,26.58745,11.0002965,0.000949,0,1875,674.5,150.5,70.25,2,0,2,2,0,0,0,1,2,0,2,0,2,1,2,0,0,0,0,0
0,10.0.2.15,205.234.175.175,443,tcp,3403.377956,2,10827,2740,18,3.5,15.1505575,2.39988575,3.11506,0,710,88,15.5,2.25,2,0,2,2,0,0,0,1,2,0,2,0,2,1,2,0,0,0,0,0
0,10.0.2.15,75.98.29.19,80,tcp,8352.162492,2,5374.5,2687.25,14,5.5,63.654757,28.2465625,3.062282,0,149,74.5,12.5,4.25,2,0,1,2,0,0,0,0,2,0,2,0,1,2,2,0,0,0,0,0
0,10.0.2.15,151.101.128.200,80,tcp,4756.172692,1,341,0,17,0,122.654695,0,0,0,307,0,18,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,185.80.37.212,443,tcp,9062.479157,1,4515,0,12,0,9.37115,0,0,0,3104,0,10,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,10.0.2.15,54.225.146.198,80,tcp,9828.199184,7,5721.285714,4136.778231,19.28571429,6.863945578,107.2641313,27.25385266,2.474039833,3.494845867,568,285.8833333,17,4.502380952,7,0,6,7,0,0,0,0,7,0,7,0,6,7,7,0,0,0,0,0
